"L0","x","y","H0"
40,0,0,27.84961
20,0,0,9.62626
20,20,0,15.05997
20,0,20,15.85214
20,20,20,19.07623
10,0,0,9.60858999999999
10,10,0,7.38848999999999
10,20,0,9.76517000000001
10,30,0,9.81514999999996
10,0,10,4.22784999999999
10,10,10,6.88846000000001
10,20,10,10.4946
10,30,10,11.8313
10,0,20,8.44834000000003
10,10,20,10.2275
10,20,20,7.31560999999999
10,30,20,10.55921
10,0,30,9.03762
10,10,30,6.66503
10,20,30,9.99191999999999
10,30,30,13.49777
5,0,0,4.07444000000004
5,5,0,5.24392999999998
5,10,0,4.75592
5,15,0,1.96691000000004
5,20,0,2.47647000000001
5,25,0,4.78397000000001
5,30,0,8.21963
5,35,0,7.34920999999997
5,0,5,4.73416999999995
5,5,5,2.44570999999996
5,10,5,4.67619999999999
5,15,5,5.91625999999997
5,20,5,5.87478999999996
5,25,5,4.84899999999999
5,30,5,4.01378999999997
5,35,5,6.80815999999999
5,0,10,2.85917000000001
5,5,10,2.13313999999997
5,10,10,2.59079000000003
5,15,10,3.85471000000001
5,20,10,4.38263000000001
5,25,10,5.40820000000002
5,30,10,5.55401000000001
5,35,10,5.48447000000004
5,0,15,1.82742000000002
5,5,15,2.46773999999999
5,10,15,2.97809000000001
5,15,15,4.00357000000002
5,20,15,5.22310999999996
5,25,15,5.89461999999997
5,30,15,4.40967000000001
5,35,15,7.12311
5,0,20,2.51676000000003
5,5,20,4.56212999999997
5,10,20,5.02999
5,15,20,6.43453999999997
5,20,20,5.01168999999999
5,25,20,3.80678999999998
5,30,20,2.21682999999996
5,35,20,7.32837000000001
5,0,25,4.72167999999999
5,5,25,4.84922
5,10,25,4.35467999999997
5,15,25,4.17067999999995
5,20,25,3.06396000000001
5,25,25,1.61940999999996
5,30,25,6.09057999999999
5,35,25,5.88988999999998
5,0,30,3.82076999999998
5,5,30,4.73719
5,10,30,3.04095000000001
5,15,30,3.09226000000001
5,20,30,4.37549000000001
5,25,30,4.99191999999999
5,30,30,7.42691000000002
5,35,30,6.03961000000004
5,0,35,4.68078000000003
5,5,35,4.67434000000003
5,10,35,3.50633999999997
5,15,35,4.73726999999997
5,20,35,4.17304000000001
5,25,35,9.68662
5,30,35,7.81335000000001
5,35,35,4.89778999999999
2.5,0,0,1.34171000000003
2.5,2.5,0,1.22470000000004
2.5,5,0,1.88177999999999
2.5,7.5,0,2.41937999999999
2.5,10,0,1.58911000000001
2.5,12.5,0,1.41064
2.5,15,0,1.80053000000004
2.5,17.5,0,1.32800000000003
2.5,20,0,0.895440000000008
2.5,22.5,0,1.04458
2.5,25,0,1.48250999999999
2.5,27.5,0,1.04111
2.5,30,0,3.01964999999996
2.5,32.5,0,3.80001999999996
2.5,35,0,3.39999
2.5,37.5,0,3.40001999999998
2.5,0,2.5,2.17674999999997
2.5,2.5,2.5,2.18860000000001
2.5,5,2.5,2.40001999999998
2.5,7.5,2.5,2.26180999999997
2.5,10,2.5,3.61944999999997
2.5,12.5,2.5,1.44020999999998
2.5,15,2.5,0.429380000000037
2.5,17.5,2.5,1.21753000000001
2.5,20,2.5,0.956270000000018
2.5,22.5,2.5,1.74249000000003
2.5,25,2.5,1.24993999999998
2.5,27.5,2.5,2.97902999999997
2.5,30,2.5,4.20000999999996
2.5,32.5,2.5,3
2.5,35,2.5,3.24847999999997
2.5,37.5,2.5,2.54922999999997
2.5,0,5,4.73416999999995
2.5,2.5,5,0.608769999999993
2.5,5,5,1.58774
2.5,7.5,5,1.05450999999999
2.5,10,5,2.02734000000004
2.5,12.5,5,1.23416999999995
2.5,15,5,2.39382999999998
2.5,17.5,5,2.21019999999999
2.5,20,5,3.26763999999997
2.5,22.5,5,3.24588
2.5,25,5,4.38709
2.5,27.5,5,3.76807000000002
2.5,30,5,2.26748999999995
2.5,32.5,5,2.05336999999997
2.5,35,5,2.08551
2.5,37.5,5,2.90621999999996
2.5,0,7.5,0.838379999999972
2.5,2.5,7.5,0.772530000000017
2.5,5,7.5,1.94658999999996
2.5,7.5,7.5,0.649110000000007
2.5,10,7.5,1.13538
2.5,12.5,7.5,4.67619999999999
2.5,15,7.5,4.33346999999998
2.5,17.5,7.5,3.71447999999998
2.5,20,7.5,2.37822999999997
2.5,22.5,7.5,1.09866
2.5,25,7.5,1.20001999999999
2.5,27.5,7.5,2.50347999999997
2.5,30,7.5,1.84717000000001
2.5,32.5,7.5,1.44546000000003
2.5,35,7.5,3.14167000000003
2.5,37.5,7.5,4.97107
2.5,0,10,1.54041000000001
2.5,2.5,10,1.24759
2.5,5,10,1.08492999999999
2.5,7.5,10,0.406459999999981
2.5,10,10,1.827
2.5,12.5,10,0.95659999999998
2.5,15,10,1.59145999999998
2.5,17.5,10,2.41704999999996
2.5,20,10,2.50671999999997
2.5,22.5,10,1.94565
2.5,25,10,2.23773
2.5,27.5,10,2.18325999999996
2.5,30,10,3.34927000000005
2.5,32.5,10,2.59998000000002
2.5,35,10,2.4769
2.5,37.5,10,3.09500000000003
2.5,0,12.5,1.66253
2.5,2.5,12.5,0.734870000000001
2.5,5,12.5,0.470769999999959
2.5,7.5,12.5,1.55559999999997
2.5,10,12.5,1.66278
2.5,12.5,12.5,2.03986000000003
2.5,15,12.5,1.88351999999998
2.5,17.5,12.5,1.30198000000001
2.5,20,12.5,1.19259
2.5,22.5,12.5,1.21518000000003
2.5,25,12.5,1.5419
2.5,27.5,12.5,2.22635000000002
2.5,30,12.5,1.90728999999999
2.5,32.5,12.5,1.40422999999998
2.5,35,12.5,1.85437000000002
2.5,37.5,12.5,3.40000000000003
2.5,0,15,1.20742999999999
2.5,2.5,15,0.773590000000013
2.5,5,15,0.514250000000004
2.5,7.5,15,1.44112999999999
2.5,10,15,2.11126999999999
2.5,12.5,15,1.45351999999997
2.5,15,15,1.56961000000001
2.5,17.5,15,1.51587000000001
2.5,20,15,1.75093999999996
2.5,22.5,15,2.05410999999998
2.5,25,15,3.50157999999999
2.5,27.5,15,2.53472000000005
2.5,30,15,2.35839999999996
2.5,32.5,15,2.48568
2.5,35,15,4.49368000000004
2.5,37.5,15,3.21089999999998
2.5,0,17.5,0.347810000000038
2.5,2.5,17.5,0.383539999999982
2.5,5,17.5,1.15454
2.5,7.5,17.5,1.21195
2.5,10,17.5,0.593960000000038
2.5,12.5,17.5,0.613500000000045
2.5,15,17.5,1.83292
2.5,17.5,17.5,2.10074000000003
2.5,20,17.5,2.13385
2.5,22.5,17.5,2.14596
2.5,25,17.5,2.09325999999999
2.5,27.5,17.5,1.49459999999999
2.5,30,17.5,1.87127999999996
2.5,32.5,17.5,1.00357000000002
2.5,35,17.5,3
2.5,37.5,17.5,2.15722999999997
2.5,0,20,1.07678000000004
2.5,2.5,20,1.81691999999998
2.5,5,20,1.60134999999997
2.5,7.5,20,1.81353999999999
2.5,10,20,2.64693999999997
2.5,12.5,20,2.93588
2.5,15,20,3.88061999999996
2.5,17.5,20,2.71616
2.5,20,20,2.62900000000002
2.5,22.5,20,2.22663
2.5,25,20,2.31810999999999
2.5,27.5,20,1.54156
2.5,30,20,1.66347999999999
2.5,32.5,20,0.536929999999984
2.5,35,20,4.55056999999999
2.5,37.5,20,2.6669
2.5,0,22.5,1.57527999999996
2.5,2.5,22.5,0.555119999999988
2.5,5,22.5,2.04404
2.5,7.5,22.5,1.96926999999999
2.5,10,22.5,1.97298999999998
2.5,12.5,22.5,1.53482000000002
2.5,15,22.5,1.83269999999999
2.5,17.5,22.5,1.55734000000001
2.5,20,22.5,1.88342
2.5,22.5,22.5,1.43624999999997
2.5,25,22.5,1.36264
2.5,27.5,22.5,0.891509999999982
2.5,30,22.5,0.652679999999975
2.5,32.5,22.5,1.19997999999998
2.5,35,22.5,3.92177999999996
2.5,37.5,22.5,1.92770000000002
2.5,0,25,1.81394
2.5,2.5,25,2.16703000000001
2.5,5,25,2.34426999999999
2.5,7.5,25,1.88769000000002
2.5,10,25,2.41100999999998
2.5,12.5,25,1.75313999999997
2.5,15,25,2.29528999999997
2.5,17.5,25,2.00714000000005
2.5,20,25,1.88141000000002
2.5,22.5,25,1.61763999999999
2.5,25,25,1.40551999999997
2.5,27.5,25,0.752039999999965
2.5,30,25,2.62151999999998
2.5,32.5,25,4.37909000000002
2.5,35,25,2.89024999999998
2.5,37.5,25,2.45726999999999
2.5,0,27.5,2.57754
2.5,2.5,27.5,2.06464
2.5,5,27.5,1.30213000000003
2.5,7.5,27.5,1.80441999999999
2.5,10,27.5,1.74041
2.5,12.5,27.5,1.51443999999998
2.5,15,27.5,1.52160999999995
2.5,17.5,27.5,1.11571999999995
2.5,20,27.5,1.03222000000005
2.5,22.5,27.5,0.582610000000045
2.5,25,27.5,0.454769999999996
2.5,27.5,27.5,0.631340000000023
2.5,30,27.5,3.39864999999998
2.5,32.5,27.5,3.31734999999998
2.5,35,27.5,2.80074999999999
2.5,37.5,27.5,2.04147999999998
2.5,0,30,3.05658
2.5,2.5,30,1.50140000000005
2.5,5,30,2.60629999999998
2.5,7.5,30,2.28246999999999
