"L0","x","y","H0"
40,0,0,30.69141
20,0,0,17.5599099999999
20,20,0,18.10095
20,0,20,18.52533
20,20,20,29.49005
10,0,0,4.26994999999999
10,10,0,9.56923999999998
10,20,0,15.65417
10,30,0,7.51297
10,0,10,11.8266
10,10,10,17.50657
10,20,10,9.66513000000003
10,30,10,8.30809999999997
10,0,20,12.45288
10,10,20,11.72434
10,20,20,11.51162
10,30,20,18.74115
10,0,30,12.25863
10,10,30,14.11904
10,20,30,23.37884
10,30,30,16.37845
5,0,0,3.60532000000001
5,5,0,2.73078000000004
5,10,0,3.15551999999997
5,15,0,5.59820000000002
5,20,0,7.78798999999998
5,25,0,9.48230000000001
5,30,0,6.03564
5,35,0,3.03756999999996
5,0,5,1.76522
5,5,5,4.06734999999998
5,10,5,8.95312000000001
5,15,5,7.40877999999998
5,20,5,10.36151
5,25,5,5.86617999999999
5,30,5,3.52686
5,35,5,0.96857
5,0,10,5.4787
5,5,10,8.68524000000002
5,10,10,7.15024
5,15,10,11.73941
5,20,10,7.20526000000001
5,25,10,3.51259999999996
5,30,10,1.35101999999995
5,35,10,2.66677999999996
5,0,15,3.22113999999999
5,5,15,5.49505999999997
5,10,15,13.25608
5,15,15,8.35900999999996
5,20,15,4.09494000000001
5,25,15,1.81458000000003
5,30,15,2.69153
5,35,15,6.76693
5,0,20,4.32882999999998
5,5,20,11.00097
5,10,20,8.23361
5,15,20,4.70614
5,20,20,2.36480999999998
5,25,20,3.91162000000003
5,30,20,8.89264000000003
5,35,20,9.04544000000004
5,0,25,6.48152999999996
5,5,25,9.21200999999996
5,10,25,3.50769000000003
5,15,25,2.94979999999998
5,20,25,6.03552000000002
5,25,25,11.29318
5,30,25,11.20001
5,35,25,6.74185
5,0,30,8.56041999999997
5,5,30,3.70834000000002
5,10,30,2.68634000000003
5,15,30,5.51904000000002
5,20,30,10.5711
5,25,30,11.41431
5,30,30,9.73923000000002
5,35,30,9.35019
5,0,35,4.16460999999998
5,5,35,3.14631000000003
5,10,35,5.81148999999999
5,15,35,10.19998
5,20,35,12
5,25,35,10.44165
5,30,35,9.07085999999998
5,35,35,4.03381999999999
2.5,0,0,1.39837999999997
2.5,2.5,0,1.30275999999998
2.5,5,0,1.66355000000004
2.5,7.5,0,1.08663999999999
2.5,10,0,0.654729999999972
2.5,12.5,0,0.828219999999988
2.5,15,0,1.51274999999998
2.5,17.5,0,0.965059999999994
2.5,20,0,2.40841
2.5,22.5,0,3.53269
2.5,25,0,5
2.5,27.5,0,2.74578000000002
2.5,30,0,3.02548000000002
2.5,32.5,0,1.82391000000001
2.5,35,0,1.73849999999999
2.5,37.5,0,0.878640000000019
2.5,0,2.5,1.69475999999997
2.5,2.5,2.5,1.31792999999999
2.5,5,2.5,1.22507000000002
2.5,7.5,2.5,0.474640000000022
2.5,10,2.5,1.76614000000001
2.5,12.5,2.5,2.23330999999996
2.5,15,2.5,3.96787
2.5,17.5,2.5,3.79999000000004
2.5,20,2.5,3.73073999999997
2.5,22.5,2.5,5.20001000000002
2.5,25,2.5,4.79999000000004
2.5,27.5,2.5,2.86403999999999
2.5,30,2.5,2.78665000000001
2.5,32.5,2.5,2.28612999999996
2.5,35,2.5,1.60001
2.5,37.5,2.5,0.658169999999984
2.5,0,5,0.811739999999986
2.5,2.5,5,0.383669999999995
2.5,5,5,0.772010000000023
2.5,7.5,5,1.62344999999999
2.5,10,5,3.53885000000002
2.5,12.5,5,3
2.5,15,5,3.81173999999999
2.5,17.5,5,2.60024999999996
2.5,20,5,5.20001000000002
2.5,22.5,5,3.53740999999997
2.5,25,5,2.98056000000003
2.5,27.5,5,1.65856000000002
2.5,30,5,2.17883999999998
2.5,32.5,5,1.20841000000001
2.5,35,5,0.657410000000027
2.5,37.5,5,0.474460000000022
2.5,0,7.5,0.630310000000009
2.5,2.5,7.5,1.73946999999998
2.5,5,7.5,2.75299000000001
2.5,7.5,7.5,2.37374
2.5,10,7.5,4.23703
2.5,12.5,7.5,4.08285000000001
2.5,15,7.5,3.40877999999998
2.5,17.5,7.5,5.39999
2.5,20,7.5,5.79998000000001
2.5,22.5,7.5,3.36151000000001
2.5,25,7.5,2.90644000000003
2.5,27.5,7.5,2.01635999999996
2.5,30,7.5,2.02276000000001
2.5,32.5,7.5,0.786320000000046
2.5,35,7.5,0.621339999999975
2.5,37.5,7.5,0.70150000000001
2.5,0,10,2.42569000000003
2.5,2.5,10,2.20000999999996
2.5,5,10,2.84888000000001
2.5,7.5,10,2.36611999999997
2.5,10,10,4.40373999999997
2.5,12.5,10,2.51306
2.5,15,10,5.80002000000002
2.5,17.5,10,3.79998000000001
2.5,20,10,4.17151000000001
2.5,22.5,10,2.15699000000001
2.5,25,10,1.99834999999996
2.5,27.5,10,1.24108999999999
2.5,30,10,1.08517999999998
2.5,32.5,10,0.28667999999999
2.5,35,10,0.737909999999999
2.5,37.5,10,0.906859999999995
2.5,0,12.5,3.42423000000002
2.5,2.5,12.5,1.81650000000002
2.5,5,12.5,3.67813000000001
2.5,7.5,12.5,4.19998000000004
2.5,10,12.5,2.95023000000003
2.5,12.5,12.5,5.79998999999998
2.5,15,12.5,5.79998000000001
2.5,17.5,12.5,4.13940000000002
2.5,20,12.5,3.35669000000001
2.5,22.5,12.5,2.04723999999999
2.5,25,12.5,2.02900000000005
2.5,27.5,12.5,0.923399999999958
2.5,30,12.5,0.527460000000019
2.5,32.5,12.5,0.51321999999999
2.5,35,12.5,1.19317000000001
2.5,37.5,12.5,1.47732999999999
2.5,0,15,1.72116999999997
2.5,2.5,15,1.57107000000002
2.5,5,15,4.33990999999997
2.5,7.5,15,1.40090999999995
2.5,10,15,6.54757999999998
2.5,12.5,15,4.20001999999999
2.5,15,15,4.80001999999996
2.5,17.5,15,2.50752999999997
2.5,20,15,1.90390000000002
2.5,22.5,15,1.47565000000003
2.5,25,15,1.25510000000003
2.5,27.5,15,0.432149999999979
2.5,30,15,0.341220000000021
2.5,32.5,15,0.916569999999979
2.5,35,15,1.54883000000001
2.5,37.5,15,1.81061
2.5,0,17.5,2.18045000000001
2.5,2.5,17.5,1.41376000000002
2.5,5,17.5,3.85050000000001
2.5,7.5,17.5,4
2.5,10,17.5,7.67939000000001
2.5,12.5,17.5,4.80716000000001
2.5,15,17.5,3.84887000000003
2.5,17.5,17.5,2.35816
2.5,20,17.5,1.83544999999998
2.5,22.5,17.5,1.41732999999999
2.5,25,17.5,0.881799999999998
2.5,27.5,17.5,0.379580000000033
2.5,30,17.5,1.33551
2.5,32.5,17.5,2.00959
2.5,35,17.5,3.09546
2.5,37.5,17.5,4.36766999999998
2.5,0,20,2.54798
2.5,2.5,20,2.51321999999999
2.5,5,20,3.99652000000003
2.5,7.5,20,5.19998000000004
2.5,10,20,4.85266000000001
2.5,12.5,20,2.62210000000005
2.5,15,20,2.51959000000005
2.5,17.5,20,1.32083999999998
2.5,20,20,1.25699000000003
2.5,22.5,20,0.786990000000003
2.5,25,20,0.27837999999997
2.5,27.5,20,0.905849999999987
2.5,30,20,2.49265000000003
2.5,32.5,20,2.67716000000001
2.5,35,20,5.04544000000004
2.5,37.5,20,2.65679999999998
2.5,0,22.5,0.924710000000005
2.5,2.5,22.5,3.39999
2.5,5,22.5,4.31867
2.5,7.5,22.5,5
2.5,10,22.5,3.26221000000004
2.5,12.5,22.5,2.23361
2.5,15,22.5,2.91726
2.5,17.5,22.5,1.32375999999999
2.5,20,22.5,1.13040999999998
2.5,22.5,22.5,0.637999999999977
2.5,25,22.5,1.55539000000005
