"L0","x","y","H0"
40,0,0,34.51364
20,0,0,23.67544
20,20,0,14.41696
20,0,20,21.88916
20,20,20,21.4932
10,0,0,15.06842
10,10,0,16.38287
10,20,0,9.47765999999996
10,30,0,6.93416999999999
10,0,10,20.99637
10,10,10,23.67544
10,20,10,4.40341000000001
10,30,10,4.57113999999996
10,0,20,5.04770000000002
10,10,20,18.7351
10,20,20,14.31397
10,30,20,5.85052999999999
10,0,30,6.90843999999998
10,10,30,6.41361000000001
10,20,30,16.78089
10,30,30,7.22588999999999
5,0,0,3.63670999999999
5,5,0,1.83663999999999
5,10,0,13.61962
5,15,0,10.77893
5,20,0,6.63045999999997
5,25,0,5.40546000000001
5,30,0,3.33638999999999
5,35,0,4.04028
5,0,5,13.80353
5,5,5,11.66281
5,10,5,12.2644
5,15,5,3.79160000000002
5,20,5,2.66193000000004
5,25,5,3.09377999999998
5,30,5,5.45296999999999
5,35,5,3.02969000000002
5,0,10,15.49042
5,5,10,3.89863000000003
5,10,10,20.19647
5,15,10,3.93655000000001
5,20,10,2.62967000000003
5,25,10,2.92489999999998
5,30,10,3.41231999999997
5,35,10,2.78011999999995
5,0,15,17.28009
5,5,15,4.86727999999999
5,10,15,2.52205999999995
5,15,15,2.95413000000002
5,20,15,1.70031999999998
5,25,15,3.18907999999999
5,30,15,3.53320000000002
5,35,15,2.38864000000001
5,0,20,2.06476000000004
5,5,20,2.50537000000003
5,10,20,17.08639
5,15,20,2.47176999999999
5,20,20,2.99914000000001
5,25,20,4.18370999999996
5,30,20,2.72030999999998
5,35,20,2.84433000000001
5,0,25,1.58745999999996
5,5,25,3.26276000000001
5,10,25,2.36105000000003
5,15,25,2.51117000000005
5,20,25,4.49468999999999
5,25,25,14.31397
5,30,25,3.34708000000001
5,35,25,3.09226000000001
5,0,30,3.19934000000001
5,5,30,3.07168999999999
5,10,30,2.84631000000002
5,15,30,2.87945999999999
5,20,30,3.85073999999997
5,25,30,14.90772
5,30,30,3.92923000000002
5,35,30,5.06545999999997
5,0,35,3.28496999999999
5,5,35,6.90843999999998
5,10,35,2.58276000000001
5,15,35,3.58779999999996
5,20,35,3.60971000000001
5,25,35,3.05563999999998
5,30,35,3.82330000000002
5,35,35,2.85446000000002
2.5,0,0,1.01151000000004
2.5,2.5,0,0.903970000000015
2.5,5,0,0.889589999999998
2.5,7.5,0,1.39368000000002
2.5,10,0,2.42180999999999
2.5,12.5,0,5.90303999999998
2.5,15,0,10.44027
2.5,17.5,0,7.78754000000004
2.5,20,0,6.02193999999997
2.5,22.5,0,2.70501999999999
2.5,25,0,3.76624000000004
2.5,27.5,0,2.25139999999999
2.5,30,0,1.74889999999999
2.5,32.5,0,1.19540000000001
2.5,35,0,1.21335000000005
2.5,37.5,0,2.41476
2.5,0,2.5,2.35014999999999
2.5,2.5,2.5,1.61459000000002
2.5,5,2.5,1.83663999999999
2.5,7.5,2.5,1.38283999999999
2.5,10,2.5,10.30679
2.5,12.5,2.5,11.74115
2.5,15,2.5,3.83123000000001
2.5,17.5,2.5,2.30450999999999
2.5,20,2.5,1.12473
2.5,22.5,2.5,0.961029999999994
2.5,25,2.5,1.21917999999999
2.5,27.5,2.5,2.47192000000001
2.5,30,2.5,2.1268
2.5,32.5,2.5,1.90233999999998
2.5,35,2.5,1.99661000000003
2.5,37.5,2.5,2.40785999999997
2.5,0,5,4.29181
2.5,2.5,5,10.31357
2.5,5,5,8.72007000000002
2.5,7.5,5,8.22390999999999
2.5,10,5,10.8269
2.5,12.5,5,2.75045999999998
2.5,15,5,3.39685000000003
2.5,17.5,5,2.34273999999999
2.5,20,5,2.17716000000001
2.5,22.5,5,1.04483000000005
2.5,25,5,1.28362999999996
2.5,27.5,5,2.34366
2.5,30,5,1.50744000000003
2.5,32.5,5,3.99167
2.5,35,5,2.6644
2.5,37.5,5,2.0455
2.5,0,7.5,11.31876
2.5,2.5,7.5,12.9862
2.5,5,7.5,2.69866999999999
2.5,7.5,7.5,8.77444000000003
2.5,10,7.5,2.53460000000001
2.5,12.5,7.5,1.44301999999999
2.5,15,7.5,2.70162999999997
2.5,17.5,7.5,1.19202000000001
2.5,20,7.5,1.37412
2.5,22.5,7.5,2.02242999999999
2.5,25,7.5,0.886269999999968
2.5,27.5,7.5,2.57391000000001
2.5,30,7.5,1.19268999999997
2.5,32.5,7.5,3.78881999999999
2.5,35,7.5,1.77997000000005
2.5,37.5,7.5,1.42487
2.5,0,10,13.09845
2.5,2.5,10,2.58355999999998
2.5,5,10,1.55306999999999
2.5,7.5,10,1.63783999999998
2.5,10,10,1.61212999999998
2.5,12.5,10,20.1903
2.5,15,10,1.38925999999998
2.5,17.5,10,1.32122999999996
2.5,20,10,1.98334
2.5,22.5,10,1.03778999999997
2.5,25,10,2.06536999999997
